file_name,extraction_time,local_api_time,groq_api_time,total_local_time,total_groq_time,local_api_summary,groq_summary,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1
11981094.pdf,4.78,11.75,3.93,16.53,8.71,"Software engineering manager with 20+ years of product development experience in broadcast media and 10+ years of experience in leading development teams. Proven track record of architecting and developing complex software systems, including service-oriented architecture, web services, desktop clients, and APIs. Expert in C++, Windows, OOP, and STL, with a strong focus on media formats and standards, codec SDK, and media playback.

## Experience

### Software Engineering Manager

#### Company Name ï¼ City , State (09/2009 to Current)

- Led team of 22 developers to deliver Nexio Software Suite 6.0, 7.0, 8.0 and Global Proxy Suite 2.5, 3.0, 3.5.
- Developed new services Content Manager, and Picon, and evolved Encoder, GPRX, Helios, MB, Scavenger, and Transcoder as services.
- Created complete backend C++ engine for Hercules web service for web player solution based off MPEG-DASH.

### Software Engineering Manager

#### Company Name ï¼ City , State (11/2005 to 08/2009)

- Hired, mentored, and built core editing team to size of 8 from Naperville, collaborated with expanded team in Beijing (8 indirect), and released deliverables for Video Editing Suite 2.5.
- Established development process document for consistent procedures and peer code review guidelines.

### Principal Software Engineer

#### Company Name ï¼ City , State (08/1997 to 10/2005)

- Architected, designed, and implemented fundamental DLL components for evolution of video editing product.
- Selected major projects include Interactive playback architecture, Video and audio rendering engines, Scalable decoder and encoder components, Hardware integration modules, Interactive picon and waveform drawing components.

## Education

### M.S : Computer Science

#### Illinois Institute of Technology ï¼ City , State

### B.E : Electronics and Communication Engineering

#### National Institute of Technology ï¼ City India

### Skills

API, ATL, audio, backup,","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Software Engineering Manager**

* 20+ years of product development experience in broadcast media
* 10+ years of experience leading development teams (20+ engineers), hiring, and HR personnel procedures
* Strong technical skills in C++, Windows, OOP, STL, WinAPI, MFC, and other technologies

**Key Achievements:**

* Led teams to develop and release multiple software suites, including Nexio Software Suite 6.0, 7.0, 8.0 and Global Proxy Suite 2.5, 3.0, 3.5
* Designed and implemented service-oriented architecture (SOA) and web services, including Hercules web service and JSON services
* Developed and managed teams to deliver 2 web services, 10 services, 5 desktop clients, and 3 web client pages
* Successfully migrated source revision control to Mercurial and Jenkins
* Published functional, REST API, and URI specification documents for Hercules web service and 10 JSON protocol API documents

**Technical Skills:**

* Programming languages: C++, Java, C#
* Technologies: Windows, OOP, STL, WinAPI, MFC, ATL, IPC, FTP, TCP, HTTP, XML, JSON, services, web services, REST API, SOA
* Media formats and standards: MPEG-DASH, codec SDK, media playback, metadata access, proxy management,",0.4312,0.6203,0.5088,0.2201,0.3172,0.2599
12011623.pdf,4.42,6.78,4.11,11.2,8.53,"Highly experienced data analyst with a Master's in Analytics, skilled in SAS, SQL, Python, Web scraping, and Data Visualization. Experienced in Database Design for Data Warehousing, Data Mining, Machine Learning, and Statistical Analysis. Proven track record in improving production efficiency and reducing costs by 5% in every quarter. Strong project management, communication, and technical support skills.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly experienced Analytics graduate with expertise in SAS, web scraping, SQL, predictive modeling, and data visualization. Proven track record in identifying data requirements, data cleaning, and model building. Strong background in engineering, quality control, and education, with experience in managing teams and projects.

**Key Qualifications:**

* Analytics degree with expertise in SAS, R, Python, and SQL
* Strong data analysis and modeling skills, including predictive modeling, clustering, and dimension reduction
* Experience in data visualization using Tableau and ggplot
* Proficient in database design and management, including Oracle and Microsoft SQL
* Strong programming skills in ASP.NET 4.5, C#, and Python
* Experience in teaching and curriculum development

**Work Experience:**

* Engineering and Quality Technician (2013-2016): Planned and conducted semiconductor production process development, managed small projects, and provided technical support
* Lecturer in Environmental Science and Technology (2007-2012): Taught courses, developed course materials, and engaged in research projects
* Assistant Lecturer in Natural Resource Management (2004-2006): Assisted in teaching, researching, and developing methods to improve university and student performance

**Education:**

* Master of Science in Analytics, University of New Hampshire (2017)
* Master of Science in Environmental Science and Technology, UNESCO-IHE (2010)
*",0.7193,0.2030,0.3166,0.2321,0.0647,0.1012
12022566.pdf,3.15,12.75,3.85,15.9,7.0,"A highly motivated and skilled Engineering Intern with 15 months of experience in production supervising and manufacturing, seeking to apply my expertise in the field of Quality, Supply Chain, and Manufacturing. Proficient in DMAIC, FMEA, Kaizen, Lean Manufacturing, 5S, Value Stream Mapping, Root Cause Analysis, and PFMEA. Strong background in statistical process control, cost analysis, process flow diagram, and software including Programmable Logic Controls (PLC), Discrete Control System (DCS), Microsoft Office, Minitab, Pro-E, Auto-CAD, C++, C, and Visual Basics. Proven ability to reduce transportation time, improve distribution network, and implement quality assurance tools to achieve consistent output.

Highlights
---------------

* Manufacturing a 9 Volt battery with minimum process variability and cost of production using statistical process control tools, ANOVA, Gage R & R, and Path of steepest ascent
* Implementing quality assurance tools like method of steepest ascent, response surface modelling, statistical process control, process capability analysis to achieve the continuous production of consistent output 9V batteries
* Reduced transportation time by choosing the nearer sites in their expansion plans and improved distribution network in retail outlets, supermarkets to increase reach
* Demand Forecast for Ellicott Food Court, Campus and Dining at University at Buffalo, suggesting improved forecasting techniques to reduce the wastage of food and maximize the profit
* Lean Approach in Manufacturing and Healthcare Industry, studying and analyzing the case related to manufacturing industry Toyota and brainstormed benefits, identified challenges, and suggested methods in streamline current process

Accomplishments
----------------

* Manufacturing a 9 Volt battery with minimum process variability and cost of production (Jan 2014 - April 2014)
* Implementing quality assurance tools like method of steepest ascent, response surface modelling, statistical process control, process capability analysis to achieve the continuous production of consistent output 9V batteries
* Reduced transportation time by choosing the nearer sites in their expansion plans
* Improved distribution network in retail outlets, supermarkets to increase reach
* Demand Forecast for Ellicott Food Court, Campus and Dining at University at Buffalo
*","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:** Experienced engineering intern with 15 months of experience in production supervision, manufacturing, and quality assurance. Proficient in lean manufacturing, six sigma, and supply chain management.

**Key Skills:**

* Lean manufacturing, six sigma, and quality assurance tools (DMAIC, FMEA, Kaizen, 5S, etc.)
* Statistical process control, process capability, ANOVA, Gage R&R, and Minitab
* Programming languages: C, C++, Visual Basics
* Software: Programmable Logic controls (PLC), Discrete Control system (DCS), Microsoft office, Pro-E, Auto-Cad
* Supply chain management and optimization
* Project management and planning
* Quality assurance and control

**Experience:**

* Engineering Intern, May 2014 - Aug 2014: Research and development of new products, manufacturing, and production planning
* Production Supervisor, Jul 2011 - Jul 2012: Supervised production unit, handled distillation columns, and implemented lean manufacturing and quality assurance tools

**Education:**

* Master of Science in Industrial Engineering, University at Buffalo, Dec 2014
* Bachelor of Engineering in Chemical Engineering, University of Mumbai, Aug 2011",0.3175,0.6250,0.4211,0.1433,0.2830,0.1903
11957080.pdf,4.24,7.0,13.24,11.25,17.48,"Lead IT Support Specialist with 13+ years of experience in systems administration, software installation, and user support. Highly skilled in customer service, documentation, and training. Certified in O365, SQL, Crystal Reports, and Novell Open Enterprise Server. Proficient in ASP .NET, HTML, and Visual Studio. Strong problem-solving and multi-tasking skills.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly skilled IT professional with 20+ years of experience in technical support, training, and documentation. Proven track record of providing exceptional customer service, leading teams, and implementing process improvements. Proficient in a wide range of technologies, including Microsoft Office, Crystal Reports, and Novell.

**Key Experience:**

* Lead Information Technology Support Specialist (2016-Present): Managed a team of IT support specialists, provided technical support, and developed training materials.
* Information Technology Support Specialist (2007-2016): Provided technical support, installed and configured software and hardware, and trained users on new systems.
* End User Support Specialist (2004-2007): Responded to help desk calls, analyzed and resolved technical issues, and provided software training to employees.
* Instructional Support Specialist (2002-2004): Provided administrative support, designed and maintained databases, and taught computer courses.
* Computer Systems Manager (1994-1997): Managed a customized church database, produced reports, and served as a network administrator.

**Education and Certifications:**

* Bachelor's Degree in Business Administration, Management Information Systems, California State University (2002)
* Various certifications in Microsoft Office, Crystal Reports, Novell, and FrontRange HEAT.

**Skills:**

* Technical support and troubleshooting
* Training and documentation
* Database design and management
* Desktop publishing and design
",0.6667,0.1692,0.2698,0.2800,0.0700,0.1120
12082377.pdf,4.28,6.3,3.78,10.58,8.06,"Highly motivated Sales Representative with 13+ years of experience in sales, sales operations, and marketing. Skilled in business development, customer satisfaction, account management, and territory management. Fluent in Spanish and computer literate. Proven ability to exceed sales goals and manage customer service for top accounts.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Results-driven sales professional with over 13 years of experience in outside sales, sales operations, and marketing. Proven track record of driving sales growth, managing customer service, and leading sales teams. Skilled in business development, account management, and territory management.

**Key Experience:**

* Territory Manager: Established new territory, managed 30 accounts, and exceeded team sales goals by 30%.
* Sales Representative: Increased sales volume by 10 accounts, negotiated prices and terms, and managed customer relationships.
* Owner: Coordinated residential and commercial sales, supervised installations, and managed projects.

**Key Skills:**

* Business development
* Account and territory management
* Sales operations
* Marketing
* Customer service
* Negotiation
* Communication
* Spanish language proficiency
* Computer literacy

**Education:**

* High School Diploma, James Pace High School",0.7778,0.2756,0.4070,0.4545,0.1587,0.2353
12251115.pdf,3.17,9.24,3.76,12.41,6.94,"Over 5 years experience in the marijuana industry, managing and building up a multi-million dollar, multi-company operation. Strong knowledge in operations of Dispensary, OPC, and MIP. CO State industry (Key badge) since 8/2011. Extensive knowledge of strains, marijuana products, extracting, and concentrates. Operations management experience operating Co2 extraction equipment. Marketing skills and experience, Quickbooks, and Excel.

Professional Experience

Consultant (Feb 2015 to Current) - General Manager (Apr 2014 to Jan 2015) - Manager (Jul 2010 to Apr 2014) - Owner/Holistic Healer (Jan 2001 to Jun 2010)

- Consultant for private groups in the marijuana industry.
- Managed operations for a MIP, processing company payroll, and operating Co2 extraction equipment.
- Managed fast paced medical/recreational dispensary, balancing cash drawers, and advertising campaigns.
- Managed private practice working with patients one on one in a therapeutic environment using various modalities for pain management and healing.

Education

Bachelor of Science, Nursing - Associate of Science, Paramedicine)

- Bachelor of Science in Nursing from the University of North Carolina.
- Associate of Science in Paramedicine from Gaston Technical College.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Executive Consultant with 5+ years of experience in the marijuana industry**

* Proven track record of building and managing multi-million dollar, multi-company operations
* Strong knowledge of dispensary, grow, and manufacturing operations
* Expertise in CO2 extraction, METRC, and MJFreeway
* Skilled in staff management, HR, payroll, and inventory management
* Proficient in Quickbooks, Excel, and marketing

**Key Accomplishments:**

* General Manager at a manufacturing facility, overseeing production, hiring, and training employees
* Managed a fast-paced medical/recreational dispensary, including inventory tracking, wholesale orders, and marketing campaigns
* Owner/Operator of a private practice, providing one-on-one therapeutic services to patients

**Education:**

* Bachelor of Science in Nursing, University of North Carolina
* Associate of Science in Paramedicine, Gaston Technical College",0.5235,0.6899,0.5953,0.2426,0.3203,0.2761
12045067.pdf,4.36,13.18,3.97,17.55,8.33,"IT Specialist with over 10 years of experience in project management, engineering, and technical management for complex IT projects in the Army, including the $25 million C4 facility for Joint Special Operations Command (JSOC) at Ft Bragg, NC. Proven ability to provide daily project coordination, develop technical requirements, oversee system design and implementation, and manage resources to meet budget, schedule, and customer requirements. Strong technical skills in IT infrastructure, including local area networks, visual information systems, and network communications. Proficient in providing engineering support for secure voice, data, and visual information systems, as well as IT engineering services in support of various Army commands.

---------------------

## Information Technology (IT) Specialist

### Experience

**IT Specialist Project Engineer**

January 2012 - Current

*U.S. Army Information Systems Engineering Command (USAISEC) on projects involving large and complex data networks and telecommunications systems while assigned to the Fort Huachuca Engineering Directorate of USAISEC.*

**Information Technology (IT) Specialist**

July 2009 - December 2009

*Company Name, City, State - Systems Integration Analyst responsible for contract Information Technology (IT) engineering services in support of the US Army Information Systems Engineering Command (USAISEC).*

**Functional Area Expert (Command and Control)**

April 2001 - September 2009

*Company Name, Sierra Vista, Arizona - Communications Engineer supporting the U.S. Army Information Systems Engineering Command (USAISEC) by providing IT engineering services in the form of quick reaction engineering to Engineer, Furnish, Install, and Test (EFIT) total communications functionality at multiple Command and Control (C2) facilities.*

### Education

*Bachelor of Science (BS) in Information Technology, 2005, University of Phoenix*
*Associate of Applied Science (AAS) in Electronic Technology, 2003, Cochise College*
*Associate of General Studies, 2001, AGS Cochise College*

### Skills

*Administrative, Analyst, Army, Agency, cable, cabling, Cat5, documentation, Engineer, engineering support, financial, Force","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Information Technology (IT) Specialist**

* 12+ years of experience in IT project management, systems integration, and engineering support
* Proven track record of successfully leading and managing large-scale IT infrastructure projects, including the $25 million IT infrastructure project for the Joint Special Operations Command (JSOC) at Ft Bragg, NC
* Expertise in network communications, local area networks (LANs), visual information systems (VIS), and information technology (IT) infrastructure
* Strong analytical and problem-solving skills, with experience in technical reviews, system design plans, and contract documentation
* Proficient in project management tools, including the Integrated Master Schedule (IMS) and project coordination
* Excellent communication and leadership skills, with experience in representing clients and stakeholders in project meetings and resolving controversial issues

**Systems Integration Analyst**

* 2+ years of experience in systems integration, contract engineering services, and IT engineering support
* Developed facility design criteria, system design plans, and acquisition documentation for complex IT projects
* Worked with government and subcontractor personnel to provide guidance and oversight on project document development and validation
* Experienced in engineering, procurement, installation, cutover, and testing requirements for IT systems

**Education**

* Bachelor of Science in Information Technology, University of Phoenix (2005)
* Associate of Applied Science in Electronic Technology, Cochise College (2003)
* Associate in General Studies,",0.4929,0.6449,0.5587,0.2115,0.2770,0.2398
12526702.pdf,4.31,11.78,9.63,16.09,13.94,"Skilled professional with 15 years of experience in electrical and quality engineering. Expertise in creating detailed test plans and test cases for optimal quality control. Solid background in various testing methodologies for both client-facing and non-client-facing procedures and products.

## Work Experience

**Consultant** (2009-Present) - Company Name - City, State

- Improved product failure rate by 15% through failure analysis, engineering support, forensic investigation, and statistical data analysis.
- Provided training to staff in leadership, strategic planning, and organizational management.

**Electrical Engineer** (2007-2008) - Company Name

- Provided engineering support for government programs development, including vehicle hardware integration, systems requirements, and software test description and interface design.
- Developed interfaces using MIL-STD-1553, EIA RS-422, USB, and Ethernet interfaces.

**Principal Electrical Engineer** (2005-2006) - Company Name

- Led project functions and provided project management, failure analysis, and forensic investigation of manufacturing and product field failures.
- Managed CAPA's and risk assessment analysis, and developed templates and documentation to improve forensic investigation for manufacturing and product field failures.
- Ensured proper documentation of phase deliverables in Products Design History and Technical Files.

**Systems Engineer** (2003-2004) - Company Name

- Implemented test plans, validation protocols, and verified code changes, identifying and investigating bugs.
- Performed stress tests and assessed product functionality and usability.

**Electrical Engineer** (2001-2004) - Company Name

- Designed power controls distribution and avionics wiring, and performed analysis on voltage power system control.
- Designed and developed electrical test equipment.

**Systems Quality Engineer** (2000-2001) - Company Name

- Wrote and implemented quality control procedures, and maintained weapon engagement simulation systems.
- Provided technical support to manufacturing and quality control for testing and calibration of laser equipment.

**Applications Engineer** (199","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**
Highly experienced electrical and quality engineer with 15 years of experience in creating detailed test plans, test cases, and procedures for optimal quality control. Proven expertise in analytical skills, organization, and document management. Skilled in various testing methodologies, customer relations, and project management.

**Key Experience:**

* Conducted product analysis, failure analysis, and forensic investigation to improve product quality and reduce failure rates.
* Provided engineering support, statistical data analysis, and training to staff in leadership, strategic planning, and organizational management.
* Managed CAPA's, risk assessment analysis, and forensic investigation of manufacturing and product field failures.
* Developed and implemented quality control procedures, test plans, and protocols for various products and processes.

**Education and Training:**

* Bachelor of Science in Electrical Engineering with a minor in Computer Science from Northeastern University
* Minor in Organization and Management from Capella University

**Skills:**

* AutoCAD, OrCADD, C, C++, Customer Support, Data Acquisition, Data Analysis, Database, FDA, GMP, Government, Interface Design, Labview, MS Access, MS Excel, MS Power Point, Microsoft Project, Microsoft Visual Basic, Microsoft Windows, MS Word, NT, Organizational leadership, Problem solving, Product Development, Procedure Writing, Programming, Project management, Protocols, Quality Improvement, Quality Control, Risk Assessment, Strategic Planning, System Integration,",0.4407,0.5777,0.5000,0.2379,0.3122,0.2700
12635195.pdf,3.07,6.93,8.01,10.0,11.09,"- Proficient in Python, C#, Java, and Javascript programming languages
- Experienced in project management and educational technology
- Strong knowledge of web frameworks and mobile application development
- Excellent communication, organization, and leadership skills
- Strong problem solving and analytical abilities

## Additional Information
---------------------
Include any additional information that would make your resume stand out from the crowd. This section could include relevant hobbies, professional affiliations, awards, or publications.

- Member of the International Game Developers Association (IGDA)
- Member of the Kentucky Association for Gifted Education (KAGE)
- Published research article, ""Using Technology to Bridge the Gap: Incorporating Digital Tools to Support Struggling Learners"" in the Journal of Educational Technology, Development and Society
- Interests: Gaming, technology, hiking, and camping","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly motivated and experienced IT professional with a Master's degree in Computer Information Systems and a strong background in teaching and project management. Proficient in programming languages such as Python, Visual Basic, and C#, as well as web development and project management. Proven experience in developing and supporting projects, and educating individuals on technology.

**Key Experience:**

* Adjunct Information Technology Instructor (2014-present): Taught programming courses and sat on advisory board committee to improve and recruit students to the CIT program.
* Information Technology Instructor and School Technology Coordinator (2011-present): Instructed classes on A+ certification, Cisco certification, web design, programming, game design, and help desk, and developed mobile applications with students.
* Geek Squad Agent (2007-2010): Set up, tested, and configured networks, desktops, laptops, and printers, and trained new employees in diagnostic and repair procedures.

**Education:**

* Master of Science in Computer Information Systems (2015)
* Master of Arts in Education (2013)
* Bachelor of Science in Education (2011)

**Certifications:**

* Comptia - Strata IT Fundamentals
* Microsoft Technology Associate - Network Fundamentals, Windows O.S. Fundamentals, Software Development, and Web Development

**Skills:**

* Programming languages: Python, Visual Basic, C#
* Web development
* Project management",0.4196,0.2338,0.3003,0.0631,0.0350,0.0450
13385306.pdf,5.07,6.75,3.9,11.82,8.97,"Seasoned IT professional with over 15 years of experience in application development, team leadership, network administration, and project management. Expert in C#, Oracle SQL, and ASP.NET. Proven track record in managing and modernizing legacy systems, developing and maintaining business intelligence tools, and implementing Agile methodologies. Skilled in project management, requirements analysis, and SDLC. Strong leadership and teamwork abilities.

References available upon request.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Director of Information Technology**

* 11/2012-08/2015: Led IT team at MSBA, a small quasi-public state authority, providing application and network support services.
* Key accomplishments:
	+ Refreshed hardware and software, including ASP.NET solution tied to SQL Server.
	+ Rewrote utility and security library from VB.NET to C#.
	+ Developed architecture based on object modeling for middle tier.
	+ Implemented Tableau as business intelligence tool and developed infrastructure.

**Team Leader**

* 05/2005-11/2012: Led three teams at Company Name, developing and maintaining applications for Cardiovascular Program.
* Key accomplishments:
	+ Replaced legacy systems with modern C# applications.
	+ Maintained professional and clinical billing for cardiology department.
	+ Developed and maintained research applications for cardiology's research department.

**Chief Information Officer**

* 07/2000-02/2005: Provided network, application, and help desk support for the Department of Mental Retardation (now Department of Developmental Services).
* Key accomplishments:
	+ Upgraded network to Novell Zen 5.0 and remotely managed desktops.
	+ Developed client-server model applications and electronic service delivery model.

**Director of Applications Development**

* 02/1996-06/2000: Provided application development and support services to the Department of Youth Services.
",0.4762,0.1538,0.2326,0.1290,0.0412,0.0625
12763627.pdf,4.2,7.54,10.29,11.74,14.49,"ASP.NET Web Developer with experience in ASP.NET MVC framework. Achieved Associate of the Month award at CYIENT and won Team of the Month award for projects like DEBTS and eRFA. Proven skills in C#, SQL Server, Visual Studio, HTML, CSS, JavaScript, and JQuery. Proficient in ASP.NET, SharePoint 2010, and various databases like MySQL, Oracle, and SQL Server.

If you require a more detailed resume, please contact me for further information.

Regards,
[Your Name]
[Your Contact Information]","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly skilled ASP.NET Web Developer with 7+ years of experience in designing and developing web applications using ASP.NET, MVC, and SharePoint. Proven track record of delivering projects on time and winning awards for outstanding performance.

**Key Experience:**

* ASP.NET Web Developer at CYIENT, responsible for migrating IU Print website from ColdFusion to ASP.NET using MVC Framework and creating a prototype dashboard for IU Print Analytics module using High Charts.
* Software Engineer at [Company Name], designed and developed applications to migrate legacy data to ASP.NET, performed code reviews, and participated in pair programming to improve coding standards.

**Notable Projects:**

* LEDGER: Migrated MS-Access application to a web-based application with security and additional business rules.
* DEBTS: Developed a tool to calculate employee tax based on certain parameters, with features for validation rules, exception handling, and funding file generation.
* Supplier Portal: Designed a SharePoint 2010 application to collaborate with authorized suppliers, simplifying access to business and technical information.
* eRFA: Developed an electronic application in SharePoint to streamline the agreement process, eliminating manual efforts and improving approval tracking.

**Awards and Recognition:**

* Won Associate of the Month award at CYIENT.
* Member of the team that won the Team of the Month award for projects DEBTS and eRFA.
* Stood 3rd",0.5696,0.2009,0.2970,0.3077,0.1076,0.1595
CS.pdf,4.77,11.92,3.55,16.69,8.33,"- Pursuing a Bachelor's Degree in Computer Science at the National School of Applied Sciences of Marrakech
- Strong foundation in Mathematics, Physics, and Computer Science
- Proficient in programming languages such as Java, Python, and C++
- Experienced in problem-solving, teamwork, and effective communication
- Participated in coding challenges and hackathons, demonstrating strong coding skills and ability to work under pressure

École Nationale des Sciences Appliquées de Marrakech Baccalauréat Technologique, IT-Networks (2019 - 2021)
---------------------
- Completed a two-year IT-Networks Baccalaureate program at the National School of Applied Sciences of Marrakech
- Gained a strong understanding of computer networks, systems, and cybersecurity
- Proficient in network protocols such as TCP/IP, HTTP, and FTP
- Familiar with network management tools such as Wireshark, SolarWinds, and Cisco Packet Tracer
- Participated in network design and troubleshooting projects, demonstrating strong analytical and problem-solving skills

Lycée de l'Atlas, Baccalauréat Scientifique (2016 - 2019)
---------------------
- Completed a three-year Scientific Baccalaureate program at Lycée de l'Atlas
- Gained a strong foundation in Mathematics, Physics, and Chemistry
- Participated in numerous science projects and competitions, demonstrating strong research and presentation skills
- Awarded the prize for best overall performance in the 2019 Science Olympiad

## Langues

- Arabic (native)
- French (fluent)
- English (fluent)

## Compétences

- Programming languages: Java, Python, C++, HTML/CSS, JavaScript
- Networking technologies: TCP/IP, HTTP, FTP, DNS, DHCP, VLAN, subnetting
- Operating systems: Windows, Linux, macOS
- Database management systems: MySQL, MongoDB
- Development tools: Eclipse, IntelliJ IDEA, Visual Studio Code, Git
- Version control: Git, GitHub
-","Here is a concise summary of Youssef Mouina's CV, focusing on key qualifications and experience:

**Name:** Youssef Mouina
**Student:** Computer Science
**Location:** Marrakech-Safi, Morocco
**Education:** École Nationale des Sciences Appliquées de Marrakech, Baccalauréat Abitur in Architecture (2021-2022)

Let me know if you'd like me to add anything else!",0.0813,0.3704,0.1333,0.0408,0.1887,0.0671
2025-TAZI-MOHANNAD-PFE-DataScience--Fr.pdf,6.75,6.3,17.39,13.05,24.14,"Experienced Master's student in Data Science & Big Data, passionate about Machine Learning, AI, and Data Engineering. Seeking a PFE to apply Python, Machine Learning, Deep Learning, NLP, and data engineering skills to real-world projects. Achieved a 97.22% accuracy in an educational personalized learning system and developed an NLP tool to automate CV and resume analysis. Strong background in Cloud Computing, Big Data, and Data Visualization.

* Experienced Master's student in Data Science & Big Data
* Passionate about Machine Learning, AI, and Data Engineering
* Seeking a PFE to apply Python, Machine Learning, Deep Learning, NLP, and data engineering skills
* Achieved 97.22% accuracy in an educational personalized learning system
* Strong background in Cloud Computing, Big Data, and Data Visualization


If you need a summary in a specific format or language, please let me know!","Here is a concise summary of Mohannad Tazi's CV, focusing on key qualifications and experience:

**Education:**

* Master's student in Data Science and Big Data at Faculté des Sciences Ben M'Sik, Casablanca
* Bachelor's degree in Mathematics and Computer Science, Lycée Al Joulane, Casablanca

**Professional Experience:**

* PFA Consultant Salesforce - D&A Technologies (2024)
	+ Advanced Salesforce training (140 badges, 11 Superbadges)
	+ Contributed to the AMDIE project, creating custom objects, validation rules, and automating workflows for project management and exportation
* Stage AI Crafter Pro - AI Crafters (2024)
	+ Assisted startups in evaluating, testing, and integrating AI tools (ChatGPT, MidJourney, etc.) to optimize business processes and adopt innovative solutions
* Remote Data Analysis - Meriskill (2024)
	+ Participated in three strategic projects: Sales Analysis, Diabetic Patients Analysis, and Human Resources Analysis, applying data exploration and visualization skills

**Academic Projects:**

* Intelligent System for Personalized Learning Based on RAG and AI Agents - PFA
	+ Created an educational system using LLM models, RAG, and asynchronous AI agents for personalized learning in computer science and mathematics, with a 97.22% accuracy rate
* NLP System for Automatic CV and Resume Analysis
	+ Developed an N",0.4296,0.3152,0.3636,0.1194,0.0874,0.1009
cv_en.pdf,3.22,4.13,16.05,7.35,19.27,"Education:
- Master's in Data Science: Faculté des Sciences Ben M'Sick (Relevant Coursework: Machine learning, Deep learning, Cloud Computing)
- Bachelor's in Computer Science: Faculté des Sciences Ben M'Sick (Relevant Coursework: Data Structures, Database Management, Statistics)

Work Experience:
- Freelance Software Developer: Worked on various projects, including the Online Paid Voting Platform for Kora Awards and Africkana Radio Website for Elikiya Agency.

Skills:
- Programming Languages: JavaScript, Python, C, Java (JEE)
- Frameworks & Libraries: React, Next.js, Express.js, Tailwind CSS
- Tools & Platforms: Docker, Firebase, Google Analytics, Umami, PWA
- Databases: MongoDB, MySQL, PostgreSQL
- Data Science: Machine Learning, Data Visualization, Big Data Analytics
- Others: Server Monitoring, Ad Management, Responsive Design

Certifications:
- Advanced React (Meta)

Languages:
- English, Arabic, French

Contact Information:
- LinkedIn: [LinkedIn Link]
- Phone: [Phone Number]
- Email: [Email Address]
- Github: [Github Link]

Project Highlights:
- Online Paid Voting Platform for Kora Awards: Integrated multiple payment gateways, developed an analytics dashboard, and collaborated with Elikiya Agency.
- Africkana Radio Website for Elikiya Agency: Created a dynamic dashboard for content management, ensured a responsive design, and developed an ad management system.","Here is a concise summary of Ismail Chabane's CV, focusing on key qualifications and experience:

**Summary:** Mid-level software developer with experience in freelance projects, currently pursuing a Master's in Data Science. Seeking an internship in data science or software development.

**Education:**

* Master's in Data Science, Faculté des Sciences Ben M'Sick (ongoing)
* Bachelor's in Computer Science, Faculté des Sciences Ben M'Sick (completed)

**Work Experience:**

* Freelance Software Developer (2022-Present)
	+ Developed online paid voting platform for Kora Awards, integrating payment gateways and analytics dashboard
	+ Created dynamic dashboard for Africkana Radio Website, implementing responsive design and ad management system
	+ Technologies used: Next.js, Tailwind CSS, Express.js, Docker, Firebase, React

**Skills:**

* Programming languages: JavaScript, Python, C, Java (JEE)
* Frameworks & Libraries: React, Next.js, Express.js, Tailwind CSS
* Tools & Platforms: Docker, Firebase, Google Analytics, Umami, PWA
* Databases: MongoDB, MySQL, PostgreSQL
* Data Science: Machine Learning, Data Visualization, Big Data Analytics

**Certifications:** Advanced React (Meta)

**Languages:** English, Arabic, French.",0.6286,0.6875,0.6567,0.4943,0.5409,0.5165
